גוף מנהל,שם קרן,מספר קופה,לינק לקובץ Q1 2013,לינק לאתר,סוג קופה,מי עובד על הקופה ?,הערות (אם יש משהו מסובך בנגישות לקובץ),
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד Barclays capital,2128,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%E2%80%8F%E2%80%8F%D7%A2%D7%95%D7%AA%D7%A7%20%D7%A9%D7%9C%20%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20BARCLAYS%20%D7%A7.2591-2128.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד IBoxx $ Liquid,2130,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20IBOXX%20%D7%A7.2593-2130.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד J.P.Morgan,2129,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20JP%20MORGAN%20%D7%A7.2592-2129.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב מדד s and p500,1512,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%E2%80%8F%E2%80%8F%D7%A2%D7%95%D7%AA%D7%A7%20%D7%A9%D7%9C%20%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20SP%20500%20%D7%A7.2588-1512.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",השתלמות שיטת הפניקס סל עוקב תל בונד שקלי,2127,http://www.fnx.co.il/sites/docs/genery/hishtalmut_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%94%D7%A9%D7%AA%D7%9C%D7%9E%D7%95%D7%AA%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%AA%D7%9C%20%D7%91%D7%95%D7%A0%D7%93%20%D7%A9%D7%A7%D7%9C%D7%99%20_q1_20132587-2127.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תג שיטת הפניקס סל עוקב מדד דאו ג'ונס יור 50,1500,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/_q1_2013%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20STOXX%20EURO%2050%20%D7%A7.2571-1500.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/hishtalmut_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","תגמולים שיטת הפניקס אג""ח ממשלתי בריבית קבועה 2-5 ש",2246,,,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס אגח ממשלתי שקלי ריבית קבועה +5,2118,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A8.%D7%A7%D7%91%D7%95%D7%A6%D7%A2%D7%94%205+%20_q1_20132569-2118.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","תגמולים שיטת הפניקס סל עוקב ליבור דולר ארה""ב לחודש",2123,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%9C%D7%99%D7%91%D7%95%D7%A8_%D7%93%D7%95%D7%9C%D7%A8_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","תגמולים שיטת הפניקס סל עוקב מדד אג""ח לא צמוד ריבית קבועה",1499,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%90%D7%92%D7%97%20%D7%9C.%D7%A6%20%D7%A8.%D7%A7%D7%91%D7%95%D7%A2%D7%94%20_q1_20132567-1499.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד ממשלתי צמוד 0-2,1494,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A6.0-2%20_q1_20132564-1494.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד ממשלתי צמוד 2-5,1495,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A6.2-5%20_q1_20132565-1495.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד ממשלתי צמוד 5-10,2116,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%9E%D7%A9%D7%9C%D7%AA%D7%99%20%D7%A6.5-10%20_q1_20132568-2116.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","תגמולים שיטת הפניקס סל עוקב מדד מק""מ",1498,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%D7%9E%D7%A7%D7%9E%20_q1_20132566-1498.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","תגמולים שיטת הפניקס סל עוקב מדד ת""א 100",1492,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%AA%D7%90%20100%20_q1_20132562-1492.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ","תגמולים שיטת הפניקס סל עוקב מדד ת""א 25",2117,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93%20%D7%AA%D7%90%2025%20_q1_20132578-2117.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד תל בונד 20,1493,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%AA%D7%9C_%D7%91%D7%95%D7%A0%D7%93_20_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,כ,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד Barclays capital,2120,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20BARCLAYS%20%D7%A7.2574-2120.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד IBoxx $ Liquid,2122,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20IBOXX%20%D7%A7.2576-2122.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד J.P.Morgan,2121,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20JP%20MORGAN%20%D7%A7.2575-2121.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד msci שווקים מתעורר,1502,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20E.M%20MSCI%20%D7%A7.2573-1502.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב מדד s and p 500,1501,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%94%D7%A4%D7%A0%D7%99%D7%A7%D7%A1%20%D7%AA%D7%92%D7%9E%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D%20%D7%A2%D7%95%D7%A7%D7%91%20%D7%9E%D7%93%D7%93_q1_2013%20SP%20500%20%D7%A7.2572-1501.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הפניקס חברה לביטוח בע""מ",תגמולים שיטת הפניקס סל עוקב תל בונד שקלי,2119,http://www.fnx.co.il/sites/docs/genery/pizuyim_tagmulim_assetes/%D7%AA%D7%9C_%D7%91%D7%95%D7%A0%D7%93_%D7%A9%D7%99%D7%A7%D7%9C%D7%99_q1_2013.xls,http://www.fnx.co.il/pension-savings/gemel/about-the-company/pizuyim_tagmulim_assetes.aspx,גמל,,,
"הראל השקעות בביטוח בע""מ",הראל גילעד פנסיה,214,,,קרן פנסיה,,,
"הראל השקעות בביטוח בע""מ",הראל מנוף פנסיה,171,,,קרן פנסיה,,,
"הראל השקעות בביטוח בע""מ",הראל פנסיה כללית *,,,,קרן פנסיה,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל - גילעד גמל כהלכה,1524,http://www.harel-gemel.co.il/?CategoryID=922&ArticleID=1170,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל - גילעד גמל כללי,502,http://www.harel-gemel.co.il/?CategoryID=556&ArticleID=390,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל - גילעד השתלמות כהלכה,1523,,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל - גילעד השתלמות כללי,416,http://www.harel-gemel.co.il/?CategoryID=569&ArticleID=402,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל בז (מסלול מנייתי),761,http://www.harel-gemel.co.il/?CategoryID=710&ArticleID=244,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל גמל מסלול אג""ח",1484,http://www.harel-gemel.co.il/?CategoryID=857&ArticleID=974,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל גמל מסלול שקלי,1368,http://www.harel-gemel.co.il/?CategoryID=711&ArticleID=675,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל דיקן,566,http://www.harel-gemel.co.il/?CategoryID=420&ArticleID=245,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל דקל,857,http://www.harel-gemel.co.il/?CategoryID=421&ArticleID=246,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל השתלמות,154,http://www.harel-gemel.co.il/?CategoryID=416&ArticleID=241,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל השתלמות מסלול אג""ח",1485,http://www.harel-gemel.co.il/?CategoryID=856&ArticleID=973,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל השתלמות מסלול שקלי,1369,http://www.harel-gemel.co.il/?CategoryID=731&ArticleID=676,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל השתלמות ניבה,1034,http://www.harel-gemel.co.il/?CategoryID=409&ArticleID=236,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל כספת,567,http://www.harel-gemel.co.il/?CategoryID=410&ArticleID=237,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל מרכזית לפיצויים-כללי,743,http://www.harel-gemel.co.il/?CategoryID=429&ArticleID=258&Page=1,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל מרכזית לפיצויים-מט""ח",740,http://www.harel-gemel.co.il/?CategoryID=429&ArticleID=256&Page=1,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל מרכזית לפיצויים-מניות,739,http://www.harel-gemel.co.il/?CategoryID=429&ArticleID=257&Page=1,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל מרכזית לפיצויים-שקלי,742,http://www.harel-gemel.co.il/?CategoryID=429&ArticleID=254&Page=1,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל מרכזית לפיציים- מדד,741,http://www.harel-gemel.co.il/?CategoryID=429&ArticleID=255&Page=1,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל ניב,871,http://www.harel-gemel.co.il/?CategoryID=524&ArticleID=304,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל נץ (מסלול מנייתי),763,http://www.harel-gemel.co.il/?CategoryID=422&ArticleID=247,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל עצמה תעוז כללי,101,http://www.harel-gemel.co.il/?CategoryID=423&ArticleID=248,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל עצמה תעוז ללא מניות,1335,http://www.harel-gemel.co.il/?CategoryID=737&ArticleID=598,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל עצמה תעוז שקלי קצר,1334,http://www.harel-gemel.co.il/?CategoryID=745&ArticleID=597,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל פיצויים,155,http://www.harel-gemel.co.il/?CategoryID=414&ArticleID=239,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל קופה לפנסיה תקציבית,1296,http://www.harel-gemel.co.il/?CategoryID=515&ArticleID=294,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל קופת גמל,153,http://www.harel-gemel.co.il/?CategoryID=415&ArticleID=240,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל רבת מסלולים,820,http://www.harel-gemel.co.il/?CategoryID=406&ArticleID=233,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל שחף (עד 10% מניות),762,http://www.harel-gemel.co.il/?CategoryID=712&ArticleID=251,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",הראל שלדג (עד 10% מניות),764,http://www.harel-gemel.co.il/?CategoryID=427&ArticleID=252,,גמל,,,
"הראל השקעות בביטוח ושירותים פיננסיים בע""מ","קופת גמל למשרתי הקבע בצה""ל",2079,,,גמל,,,
חבר משרתי הקבע,קרן החיסכון לצבא הקבע,438,,,גמל,,,
חבר משרתי הקבע,קרן החיסכון לצבא הקבע מסלול ללא מניות,1410,,,גמל,,,
חבר משרתי הקבע,קרן החיסכון לצבא הקבע מסלול מניייתי,1411,,,גמל,,,
"ילין לפידות החזקות בע""מ",ילין לפידות גמל כללי,1035,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=123,גמל,נבו,,
"ילין לפידות החזקות בע""מ",ילין לפידות השתלמות מסלול כללי,1038,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=125,השתלמות,נבו,,
"ילין לפידות החזקות בע""מ",ילין לפידות מרכזית לפיצויים,1039,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=98,גמל,נבו,,
"ילין לפידות החזקות בע""מ","ילין לפידות קופת גמל מסלול אג""ח",1037,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=129,גמל,נבו,,
"ילין לפידות החזקות בע""מ","ילין לפידות קופת גמל מסלול אג""ח מדינה",1360,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=389,גמל,נבו,,
"ילין לפידות החזקות בע""מ",ילין לפידות קופת גמל מסלול כללי ב',1163,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=291,גמל,נבו,,
"ילין לפידות החזקות בע""מ",ילין לפידות קופת גמל מסלול מנייתי,1036,,http://www.yl-invest.co.il/%D7%A7%D7%95%D7%A4%D7%AA_%D7%92%D7%9E%D7%9C_%D7%9E%D7%A0%D7%99%D7%99%D7%AA%D7%99%D7%AA,גמל,נבו,,
"ילין לפידות החזקות בע""מ","ילין לפידות קרן השתלמות מסלול אג""ח",1319,,http://www.yl-invest.co.il/?CategoryID=186&ArticleID=361,השתלמות,,,
"ילין לפידות החזקות בע""מ","ילין לפידות קרן השתלמות מסלול אג""ח מדינה",1361,,,השתלמות,,,
"ילין לפידות החזקות בע""מ",ילין לפידות קרן השתלמות מסלול כללי ב',1162,,,השתלמות,,,
"כלל חברה לביטוח בע""מ",אלמוג,219,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/n_almog_3103.xls,https://www.clalbit.co.il/pensiongemel/financialreports/funds/almog/Pages/default.aspx,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",בר,263,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/n_bar_gimel_2803.xls,https://www.clalbit.co.il/pensiongemel/financialreports/fundsaftermerge/bargimelmaerge/Pages/default.aspx,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",בר א,539,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/n_bar_alef_2803.xls,https://www.clalbit.co.il/pensiongemel/financialreports/fundsaftermerge/barmerge/Pages/default.aspx,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",דיסקונט לפיצויים,239,,,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",הדס,684,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/n_hadas_3103.xls,https://www.clalbit.co.il/pensiongemel/financialreports/funds/hadas/Pages/default.aspx,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",כלל איתן כללי,444,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/n_eitan_clali_3103.xls,https://www.clalbit.co.il/pensiongemel/financialreports/fundsaftermerge/claleitanclali/Pages/default.aspx,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
"כלל חברה לביטוח בע""מ",כלל איתן כללי דגש איתן,117,https://repo.clalbit.co.il/MediaServer/About/Gemel%20Devision/n_eitan_clali_dagesh_eitan_3103.xls,https://www.clalbit.co.il/pensiongemel/financialreports/fundsaftermerge/claleitanclalidagesheitan/Pages/default.aspx,גמל,ליאור,https://www.clalbit.co.il/pensiongemel/financialreports/funds/Pages/default.aspx,
